FIM_norm,SAM_Sharpness,Val_Loss,Test_Acc
0.408615231368681,0.03446495532989502,1.9279603958129883,0.9527778029441833
0.30736746957034244,0.025088369846343994,0.6064803004264832,0.9750000238418579
0.4181112293711451,0.03257012367248535,2.1410396099090576,0.9111111164093018
0.4353205579274164,0.03264260292053223,2.2109408378601074,0.8305555582046509
0.34224771202392534,0.034488677978515625,1.221729040145874,0.9694444537162781
0.4133038360219622,0.03601646423339844,2.2119996547698975,0.8333333134651184
0.1722095632606465,0.01786091923713684,0.33166563510894775,0.9638888835906982
0.4260480129064406,0.033620357513427734,2.158951997756958,0.8861111402511597
0.4092453516344119,0.0347902774810791,1.9849416017532349,0.9416666626930237
0.40624533909504756,0.035225629806518555,1.803836703300476,0.9694444537162781
0.3351564958998764,0.03337275981903076,1.1372987031936646,0.9694444537162781
0.4028203892750091,0.03363943099975586,2.0141828060150146,0.9444444179534912
0.40172299865480454,0.03520941734313965,1.743257761001587,0.9638888835906982
0.42816372997054336,0.03279590606689453,2.120051860809326,0.8999999761581421
0.3305751932232059,0.034131407737731934,1.2223364114761353,0.9750000238418579
0.36065369413751747,0.03520667552947998,1.1645433902740479,0.9694444537162781
0.4176306230236399,0.034314632415771484,2.2458505630493164,0.8416666388511658
0.07115503406628258,0.013478301465511322,0.1309882551431656,0.9722222089767456
0.423301707259206,0.03516840934753418,2.0435614585876465,0.9444444179534912
0.305985553462204,0.028383910655975342,0.8155149817466736,0.9750000238418579
0.43605059502416776,0.03254055976867676,2.1942098140716553,0.8611111044883728
0.43159316341561094,0.03389286994934082,2.259718418121338,0.8305555582046509
0.41287570752265496,0.03438091278076172,2.09086275100708,0.925000011920929
0.40232781409874546,0.03484225273132324,1.9859248399734497,0.9472222328186035
0.3537684264879802,0.03506636619567871,1.430078148841858,0.9722222089767456
0.08718772572172374,0.014134339988231659,0.13486863672733307,0.9777777791023254
0.10683230103292923,0.015601254999637604,0.14313384890556335,0.9722222089767456
0.33464747229605313,0.03383660316467285,1.1998909711837769,0.9777777791023254
0.4436880957525215,0.033193111419677734,2.164752960205078,0.8416666388511658
0.4225710505782775,0.033269643783569336,2.226781129837036,0.824999988079071
0.4049118821014545,0.03613638877868652,1.8321733474731445,0.9694444537162781
0.17553514104494267,0.017970234155654907,0.3632727265357971,0.9638888835906982
0.4067926557491765,0.033135175704956055,2.0297598838806152,0.9388889074325562
0.43170060420778356,0.033956050872802734,2.140693426132202,0.8999999761581421
0.42385280244774715,0.03360486030578613,2.1704068183898926,0.8694444298744202
0.2436097423397321,0.022614330053329468,0.4928915202617645,0.9666666388511658
0.4290607457449516,0.034707069396972656,2.2438886165618896,0.8055555820465088
0.3076480482102379,0.027759194374084473,0.7353551983833313,0.9722222089767456
0.2674467076814636,0.022578775882720947,0.49478086829185486,0.9722222089767456
0.39222599984580897,0.035654425621032715,1.8755230903625488,0.9583333134651184
0.13147808399301567,0.01871044933795929,0.23889492452144623,0.9694444537162781
0.40584735735506894,0.034005045890808105,1.9530256986618042,0.949999988079071
0.41232974213991497,0.03436315059661865,1.97783625125885,0.9638888835906982
0.27058670453312494,0.02463585138320923,0.6153157353401184,0.9777777791023254
0.13729252431009006,0.01627182960510254,0.23895706236362457,0.9750000238418579
0.4159700040447153,0.03547549247741699,2.1333529949188232,0.8861111402511597
