suite,task,arch,run_id,seed,lr,wd,dropout,optimizer,epochs,batch_size,n_train,n_test,metric_n,device,val_loss_ep12,val_acc_ep12,val_loss_ep25,val_acc_ep25,train_loss,train_acc,val_loss,final_acc,confidence_mean,entropy_mean,margin_mean,brier,ece,logit_norm_mean,metric_batch_acc,metric_batch_loss,feature_erank,feature_erank_norm,feature_norm_mean,feature_cosine_mean,weight_l2,weight_l1,weight_linf,weight_rms,distance_from_init_l2,relative_distance_from_init,update_to_weight_ratio,grad_norm,grad_l1,grad_linf,grad_mean_abs,fisher_trace,fisher_spectral,fisher_stable_rank,fisher_entropy,fim_erank,fim_norm,fisher_condition,grad_noise_scale,per_sample_grad_norm_mean,per_sample_grad_norm_std,sam_sharpness,asam_sharpness,random_metric,elapsed_s
image,cifar10,vit,258,970963,0.0017387606703893894,0.0001437845683063897,0.0,adamw,25,128,20000,5000,16,cuda,1.2074778043746948,0.5708,1.6775281650543212,0.5586,0.30788568034768105,0.896484375,1.6775281650543212,0.5586,0.7921558618545532,0.5763847827911377,0.6764423251152039,0.34720492362976074,0.16523510217666626,12.244028091430664,0.75,0.867940366268158,9.770377657394521,0.6106486035871576,11.903952598571777,0.11214709281921387,110.63167572021484,75796.75,1.3309667110443115,0.12297450006008148,95.1300277709961,1.7350599765777588,0.8598805665969849,8.579997062683105,2786.48193359375,0.47736647725105286,0.0034428469371050596,1092.961181640625,475.98309326171875,2.296218494129705,1.4199650287628174,4.136976134354332,0.25856100839714574,5335354.5,13.846724510192871,20.41596794128418,26.00287628173828,0.4641132950782776,0.6863927245140076,1.1820614337921143,94.84496021270752
image,cifar10,vit,259,7943749,0.013932529964438995,5.477395193567841e-05,0.0,sgd,25,128,20000,5000,16,cuda,1.3990803787231445,0.5304,1.7377644184112548,0.5584,0.3068545162677765,0.8896484375,1.7377644184112548,0.5584,0.8681198358535767,0.3542286455631256,0.7578417062759399,0.14047446846961975,0.11759093403816223,14.369400978088379,0.875,0.2393324375152588,10.5938455563457,0.6621153472716063,10.937748908996582,0.07724647969007492,59.09433364868164,35894.484375,1.1528762578964233,0.06568721681833267,21.220767974853516,0.3874351680278778,0.3590998649597168,8.404335975646973,4477.283203125,0.1972564309835434,0.005531921982765198,1170.7965087890625,663.3250732421875,1.7650418415008258,1.284591555595398,3.613191484446361,0.22582446777789755,1802409984.0,15.575794219970703,19.80076026916504,27.905672073364258,0.5633544325828552,0.6081633567810059,0.3828582167625427,94.35454034805298
image,cifar10,vit,260,711460,0.002097977419802253,0.00024445888370730083,0.05,sgd,25,128,20000,5000,16,cuda,1.3232843648910522,0.521,1.221932008934021,0.5652,0.8644416034221649,0.6875,1.221932008934021,0.5652,0.6175201535224915,1.0259346961975098,0.42331463098526,0.3389895558357239,0.27001264691352844,9.642560005187988,0.8125,0.6601511836051941,7.784766028372344,0.4865478767732715,11.326240539550781,0.10433198511600494,54.24129867553711,32475.271484375,1.036616563796997,0.06029270589351654,6.195001125335693,0.11316651105880737,0.11421188712120056,13.036593437194824,6018.4306640625,0.382047176361084,0.007436092011630535,2219.91455078125,810.779296875,2.738001031029653,1.9421031475067139,6.973402208295872,0.435837638018492,6771.34130859375,12.061944007873535,37.549285888671875,28.45989990234375,0.8810341358184814,0.6280341148376465,1.9185651540756226,103.05355525016785
image,cifar10,vit,261,9277675,0.0006251276876242873,6.854148971074237e-05,0.0,adamw,25,128,20000,5000,16,cuda,1.2973519914627074,0.5844,1.996140503025055,0.578,0.08452202705666423,0.966796875,1.996140503025055,0.578,0.9815630316734314,0.08849712461233139,0.967969536781311,0.0015310215530917048,0.018436942249536514,12.605445861816406,1.0,0.018937338143587112,8.691944577051538,0.5432465360657212,12.850760459899902,0.023433735594153404,68.5274658203125,43753.67578125,1.2372639179229736,0.07617265731096268,37.72167205810547,0.6894683241844177,0.5504606366157532,1.211641550064087,529.815673828125,0.037699226289987564,0.0006546155200339854,21.784034729003906,9.023808479309082,2.4140621755160976,1.5595128536224365,4.756503157292816,0.297281447330801,4476182.0,13.838508605957031,2.871493101119995,3.679478883743286,0.44243475794792175,0.3889097273349762,0.599049985408783,94.97430872917175
image,cifar10,vit,262,4782412,0.010246376117834941,0.001443441129181128,0.2,sgd,25,128,20000,5000,16,cuda,1.4075338605880738,0.4918,1.2014478218078612,0.5638,1.1011276543140411,0.5966796875,1.2014478218078612,0.5638,0.6149897575378418,1.024045467376709,0.3897302746772766,0.5475239753723145,0.33913707733154297,8.541438102722168,0.5625,1.153520941734314,7.374918070356864,0.460932379397304,6.788373947143555,0.13551172614097595,34.44923782348633,20290.13671875,0.8362669944763184,0.038292523473501205,25.301681518554688,0.46209844946861267,0.7344627380371094,8.650863647460938,3144.04931640625,0.29236364364624023,0.003884640522301197,848.6895751953125,280.283447265625,3.0279689488441504,2.005317211151123,7.428450330723966,0.4642781456702479,21306.97265625,10.34044075012207,23.74599838256836,16.87652015686035,0.5142240524291992,0.3491663932800293,-0.9525485634803772,102.29939222335815
image,cifar10,vit,263,1863274,5.580940855309472e-05,5.325748613468887e-06,0.05,adamw,25,128,20000,5000,16,cuda,1.3308554389953613,0.5228,1.1984132396697997,0.5782,0.850656233727932,0.712890625,1.1984132396697997,0.5782,0.679456353187561,0.9872933626174927,0.518671989440918,0.3263615369796753,0.19848841428756714,6.709455490112305,0.75,0.7307869791984558,10.024403246347237,0.6265252028967023,11.68094253540039,0.13699662685394287,55.580230712890625,33319.921875,1.057477593421936,0.06178098917007446,6.858791351318359,0.1251346915960312,0.12340343743562698,23.034910202026367,9320.4912109375,0.8147827386856079,0.011515963822603226,8272.4052734375,3460.8046875,2.3903126643686097,1.7068400382995605,5.511517745952577,0.34446985912203604,3441.1728515625,14.590447425842285,65.51105499267578,63.092838287353516,1.0422523021697998,0.7214356660842896,0.18291828036308289,102.67330574989319
image,cifar10,vit,264,81260,0.010787008904625672,1.766846367329638e-05,0.05,sgd,25,128,20000,5000,16,cuda,1.3389396516799927,0.5282,1.3491885168075561,0.5714,0.5993528589606285,0.7734375,1.3491885168075561,0.5714,0.7135422229766846,0.7629547119140625,0.541467547416687,0.35939157009124756,0.20107638835906982,12.923633575439453,0.8125,0.7103779911994934,9.905059789265307,0.6190662368290817,11.042108535766602,0.09386339783668518,57.83061981201172,34952.28515625,1.14792799949646,0.0642826035618782,16.670988082885742,0.30412209033966064,0.2882726788520813,10.206367492675781,5470.939453125,0.21818162500858307,0.006759637501090765,1750.55322265625,705.896484375,2.4799007523124095,1.8504655361175537,6.362780484656346,0.39767378029102163,11851.197265625,15.804780006408691,30.901395797729492,28.20738410949707,0.5675700306892395,0.5476292967796326,0.8499935269355774,102.79108428955078
image,cifar10,vit,265,491720,0.0005219096128527384,1.6307710808709481e-06,0.2,sgd,25,128,20000,5000,16,cuda,1.651125390625,0.3968,1.4962369667053224,0.4634,1.4926943182945251,0.4638671875,1.4962369667053224,0.4634,0.46126556396484375,1.4413981437683105,0.2180006355047226,0.5791731476783752,0.23902982473373413,5.867048263549805,0.5,1.1838077306747437,7.72189079903237,0.48261817493952314,11.359647750854492,0.20199042558670044,54.83268737792969,32857.046875,1.0217481851577759,0.06095005199313164,2.4537932872772217,0.04480462893843651,0.044750556349754333,12.014336585998535,4621.150390625,0.5238630771636963,0.0057096779346466064,3099.08837890625,845.3609619140625,3.665994194822179,2.0216617584228516,7.550862073219286,0.4719288795762054,203.0911865234375,20.470117568969727,45.89365005493164,31.50969123840332,0.7916843891143799,0.5604063272476196,0.09271789342164993,102.74321603775024
image,cifar10,vit,266,4653398,0.014192677951219656,4.203520666208816e-06,0.2,sgd,25,128,20000,5000,16,cuda,1.2944314973831177,0.5426,1.2271886798858642,0.581,0.863768994808197,0.6796875,1.2271886798858642,0.581,0.6891631484031677,0.8208799362182617,0.4874415099620819,0.3817124366760254,0.19176560640335083,9.613452911376953,0.6875,0.7016202807426453,9.145856095827822,0.5716160059892389,9.9602689743042,0.15336903929710388,57.66940689086914,34887.4609375,1.1514430046081543,0.06410331279039383,17.424928665161133,0.3176182806491852,0.30215203762054443,6.981179237365723,3357.3935546875,0.2158462107181549,0.004148238804191351,568.8416748046875,143.96322631835938,3.9512984624750676,2.033339262008667,7.6395532659430705,0.4774720791214419,19356.83984375,10.671698570251465,19.03860855102539,14.365694046020508,0.4053770899772644,0.4558669924736023,0.20948192477226257,102.66085076332092
image,cifar10,vit,267,1694394,3.222695241711295e-05,0.0012257473088899697,0.0,adamw,25,128,20000,5000,16,cuda,1.4574026809692382,0.4784,1.3868455440521241,0.5134,1.0609935596585274,0.6171875,1.3868455440521241,0.5134,0.5763498544692993,1.130657434463501,0.33298635482788086,0.4650789201259613,0.18139401078224182,5.9560699462890625,0.6875,0.8582614660263062,10.0618472388828,0.628865452430175,11.565958976745605,0.007510119583457708,55.13535690307617,33061.79296875,1.0458619594573975,0.06128641963005066,4.4566450119018555,0.08136559277772903,0.08083098381757736,36.876182556152344,16092.80859375,1.3448864221572876,0.019883522763848305,21274.26171875,10176.884765625,2.0904493082803874,1.800483226776123,6.052571320207095,0.37828570751294344,5295.43115234375,14.644509315490723,114.94822692871094,89.783935546875,1.84738290309906,1.3333510160446167,-1.3918346166610718,95.12053990364075
image,cifar10,vit,268,6935819,0.00021861365651375573,3.410283585821232e-05,0.2,adamw,25,128,20000,5000,16,cuda,1.221226475906372,0.5692,1.1836496660232545,0.613,0.5664638690650463,0.806640625,1.1836496660232545,0.613,0.757441520690918,0.6507709622383118,0.5749089121818542,0.3037681579589844,0.21085457503795624,9.324481010437012,0.75,0.5127230286598206,6.377658873634453,0.3986036796021533,11.913684844970703,0.08308032900094986,57.44735336303711,34595.109375,1.1110081672668457,0.06385653465986252,16.17231559753418,0.2955855429172516,0.2815154194831848,11.530863761901855,4505.77392578125,0.4088827669620514,0.005567124113440514,2108.665771484375,924.027587890625,2.2820376784399325,1.7892351150512695,5.984872990350698,0.3740545618969186,8480.0478515625,14.859307289123535,33.879451751708984,30.99755096435547,0.7038082480430603,0.5613688826560974,0.49416011571884155,102.61953020095825
image,cifar10,vit,269,3410693,0.028697719921303773,1.3558514874681394e-05,0.1,sgd,25,128,20000,5000,16,cuda,1.3469302501678466,0.5118,1.3643741966247558,0.5628,0.7124627381563187,0.732421875,1.3643741966247558,0.5628,0.7659708261489868,0.571789562702179,0.5913271903991699,0.2027391940355301,0.2076803743839264,12.280363082885742,0.9375,0.3597375154495239,9.380569676264697,0.5862856047665436,7.7045745849609375,0.10272851586341858,61.12526321411133,37470.078125,1.1951297521591187,0.06794466078281403,27.631092071533203,0.5049150586128235,0.4520404636859894,4.260973930358887,2287.099365234375,0.09234903752803802,0.002825833158567548,293.5827331542969,71.95833587646484,4.079898868955277,1.907096028327942,6.733506400350648,0.4208441500219155,199364.640625,15.170117378234863,12.298187255859375,11.930523872375488,0.2808820605278015,0.3879236578941345,0.9028387665748596,101.9251401424408
image,cifar10,vit,270,6480707,0.001959832003178765,0.0014936494943261487,0.05,adamw,25,128,20000,5000,16,cuda,1.3048514227867127,0.5408,1.3038836945533752,0.5738,0.6201274245977402,0.7763671875,1.3038836945533752,0.5738,0.7055485248565674,0.84825199842453,0.5234036445617676,0.5078147649765015,0.16093698143959045,9.071547508239746,0.625,0.8761210441589355,8.184605748247744,0.511537859265484,9.660388946533203,0.19529473781585693,112.16021728515625,76724.453125,1.486010193824768,0.12467358261346817,98.20834350585938,1.7944681644439697,0.8756076693534851,5.622838020324707,1548.830810546875,0.3308214247226715,0.0019136631162837148,447.17041015625,191.99765014648438,2.3290410576123173,1.8828799724578857,6.572406325055288,0.4107753953159555,2908.05029296875,13.14365291595459,16.428300857543945,13.314696311950684,0.3156864047050476,0.46521562337875366,1.0577843189239502,102.78895139694214
image,cifar10,vit,271,5230240,0.0007917703035549829,3.7466173753717503e-06,0.1,sgd,25,128,20000,5000,16,cuda,1.5033541418075562,0.4484,1.3760915021896363,0.4988,1.2431454211473465,0.5537109375,1.3760915021896363,0.4988,0.5302565693855286,1.2490047216415405,0.2938614785671234,0.5216023921966553,0.3307992219924927,6.475892543792725,0.5625,1.01174795627594,8.938847013264237,0.5586779383290148,11.407294273376465,0.15191970765590668,54.87425994873047,32836.15234375,1.027419924736023,0.06099618598818779,3.2697699069976807,0.05974256619811058,0.05958658829331398,13.103894233703613,5454.365234375,0.3985685706138611,0.0067391591146588326,2653.921630859375,776.6732788085938,3.4170373865963963,2.211021900177002,9.125036273004454,0.5703147670627784,171.60633850097656,14.455653190612793,45.35689926147461,24.4268798828125,0.8515914678573608,0.5904749631881714,-0.7885959148406982,102.31652212142944
image,cifar10,vit,272,1284171,0.014062108765429992,0.0005331630965251219,0.2,sgd,25,128,20000,5000,16,cuda,1.3442121782302856,0.5164,1.2243942115783693,0.5586,0.9393207877874374,0.6591796875,1.2243942115783693,0.5586,0.723121166229248,0.80837482213974,0.5497950315475464,0.35170647501945496,0.12486085295677185,8.265527725219727,0.6875,0.7191757559776306,8.359710349293247,0.5224818968308279,7.894645690917969,0.23593007028102875,44.952579498291016,26903.73046875,0.9545857906341553,0.049967698752880096,19.883283615112305,0.3629254698753357,0.44231685996055603,5.353145599365234,2514.01171875,0.1537022888660431,0.003106195479631424,442.47601318359375,181.51962280273438,2.4376208277187206,1.7226274013519287,5.599220406860562,0.3499512754287851,5560.3916015625,14.44084644317627,15.194278717041016,14.546805381774902,0.30920732021331787,0.2808021903038025,-0.46103474497795105,102.29110050201416
image,cifar10,vit,273,9466488,0.009469556787821102,0.0002414908210501907,0.0,sgd,25,128,20000,5000,16,cuda,1.2842303693771362,0.5476,1.6386384170532227,0.5572,0.4301094114780426,0.841796875,1.6386384170532227,0.5572,0.7999454736709595,0.5462714433670044,0.6572661399841309,0.20580191910266876,0.17676189541816711,13.160619735717773,0.875,0.36632034182548523,9.839291474069588,0.6149557171293493,10.700101852416992,0.03468315675854683,54.32665252685547,32816.59765625,1.0523971319198608,0.060387492179870605,16.655261993408203,0.30415454506874084,0.3065762519836426,10.76535701751709,5895.67138671875,0.23060697317123413,0.007284416351467371,1972.1004638671875,632.9467163085938,3.1157448376834376,1.692922592163086,5.435342657936894,0.33970891612105586,3363.350341796875,16.01656150817871,30.54972267150879,32.230655670166016,0.7006839513778687,0.6190910339355469,1.707013487815857,97.59395146369934
image,cifar10,vit,274,1445342,0.004163086470352333,0.0008634403047731327,0.2,sgd,25,128,20000,5000,16,cuda,1.3771249252319335,0.4998,1.270908378982544,0.5482,1.070542797446251,0.6064453125,1.270908378982544,0.5482,0.5444376468658447,1.0892537832260132,0.2769600450992584,0.6108163595199585,0.277626633644104,8.707197189331055,0.625,1.1449719667434692,8.08910195625881,0.5055688722661756,9.970083236694336,0.19153515994548798,48.57236862182617,29060.9453125,0.9530550241470337,0.05399114638566971,10.445500373840332,0.1908079832792282,0.21505025029182434,12.151754379272461,4903.400390625,0.4336877167224884,0.006058412604033947,2197.523681640625,578.999267578125,3.795382489571296,2.131011724472046,8.42338498388089,0.5264615614925556,14851.8974609375,13.881797790527344,40.018043518066406,24.414737701416016,0.71781325340271,0.5385469198226929,0.43462198972702026,104.03958487510681
image,cifar10,vit,275,4129925,0.0005206848460280314,0.00010211008916699459,0.2,sgd,25,128,20000,5000,16,cuda,1.6103475061416626,0.4186,1.4780773811340333,0.4718,1.41653610765934,0.4736328125,1.4780773811340333,0.4718,0.5488103628158569,1.2480332851409912,0.3343839943408966,0.5665039420127869,0.19130346179008484,6.109994888305664,0.5,1.246455430984497,8.074144486619678,0.5046340304137299,11.339468002319336,0.2113749235868454,54.74562072753906,32795.01171875,1.0239332914352417,0.06085331737995148,2.5088765621185303,0.04579503461718559,0.045827895402908325,11.376388549804688,4468.2001953125,0.4779660701751709,0.005520699545741081,2603.88720703125,720.3541259765625,3.6147321340059437,2.0840747356414795,8.037149018498862,0.5023218136561789,784.5817260742188,19.119335174560547,44.286529541015625,25.349397659301758,0.624911904335022,0.45358431339263916,0.8052495121955872,102.90506935119629
image,cifar10,vit,276,8267348,6.323985813966081e-05,0.0006709756042381184,0.1,adamw,25,128,20000,5000,16,cuda,1.3709009178161622,0.5042,1.2092834529876708,0.572,0.908986359834671,0.6748046875,1.2092834529876708,0.572,0.6347641944885254,1.0131698846817017,0.44169631600379944,0.4097028374671936,0.32862308621406555,6.789037704467773,0.625,0.7349671125411987,7.828317641183748,0.48926985257398425,11.667045593261719,0.041567157953977585,55.57353973388672,33305.33984375,1.0704869031906128,0.06177346780896187,7.427717685699463,0.13556835055351257,0.13365565240383148,26.521913528442383,9045.634765625,1.0568212270736694,0.011176364496350288,7444.2822265625,1588.13427734375,4.68743879706035,2.129544258117676,8.41103157139085,0.5256894732119282,1528.5880126953125,9.58310604095459,70.26225280761719,50.0749397277832,1.5755691528320312,1.2750425338745117,0.4297245144844055,102.97919225692749
image,cifar10,vit,277,8558695,0.0010637315736203151,2.901891366629812e-05,0.05,sgd,25,128,20000,5000,16,cuda,1.417135848045349,0.485,1.3034723528385161,0.5422,1.126504585146904,0.591796875,1.3034723528385161,0.5422,0.5946829319000244,1.0380065441131592,0.37211424112319946,0.5203537940979004,0.19806678593158722,7.512330532073975,0.625,1.1321536302566528,9.148069125160175,0.571754320322511,11.458101272583008,0.07936817407608032,54.98847579956055,32953.4609375,1.0378952026367188,0.06112321838736534,4.092655181884766,0.07467872649431229,0.07442750781774521,13.315183639526367,6146.17578125,0.4675896465778351,0.007593927904963493,3164.512451171875,582.4228515625,5.433359015159254,2.251452922821045,9.501532686725463,0.5938457929203415,2013.4952392578125,16.848939895629883,48.024391174316406,29.294536590576172,0.8143432140350342,0.5390195846557617,-0.19535459578037262,103.69578719139099
