group,n,metric,raw_spearman,mbe_partial,delta_partial_minus_raw,classification
pooled,680,fim_norm,0.22486856902462052,-0.30027954651012717,-0.5251481155347477,reverse-inversion
pooled,680,fim_erank,-0.06827296914040876,-0.28711927738276655,-0.2188463082423578,hidden-after-control
pooled,680,fisher_trace,-0.808950274548484,-0.3899587268944448,0.41899154765403923,survives
pooled,680,fisher_spectral,-0.7760034648559461,-0.3269820272128767,0.44902143764306934,survives
pooled,680,fisher_stable_rank,0.19920155059810202,-0.21373650951698772,-0.4129380601150897,hidden-after-control
pooled,680,fisher_entropy,-0.06827296914040876,-0.28711927738276655,-0.2188463082423578,hidden-after-control
pooled,680,fisher_condition,0.22872189818889496,0.306382607297384,0.07766070910848902,survives
pooled,680,grad_noise_scale,-0.4237668595920142,-0.027699859439397463,0.39606700015261675,washout
pooled,680,grad_norm,-0.8085811309041107,-0.37567876195590005,0.4329023689482106,survives
pooled,680,grad_l1,-0.7603560105655343,-0.40879935850962973,0.35155665205590453,survives
pooled,680,grad_linf,-0.7571079853838479,-0.3912645442272754,0.3658434411565725,survives
pooled,680,grad_mean_abs,-0.7995012086049764,-0.39746288258515644,0.40203832601982,survives
pooled,680,per_sample_grad_norm_mean,-0.8397962380519662,-0.467052205170419,0.3727440328815472,survives
pooled,680,per_sample_grad_norm_std,-0.7641307786347513,-0.33035189398206954,0.4337788846526818,survives
pooled,680,sam_sharpness,-0.6839880046735253,-0.18868153138160157,0.4953064732919237,weak-or-mixed
pooled,680,asam_sharpness,-0.7002412972459329,-0.07000568138531413,0.6302356158606187,washout
pooled,120,hessian_trace_hutchinson,-0.5878136947521193,-0.4336367606516031,0.1541769341005162,survives
pooled,120,hessian_top_eig_power,-0.5010886210483056,-0.5254367422002955,-0.02434812115198981,survives
pooled,680,weight_l2,0.685360894075802,0.18461130310477672,-0.5007495909710253,weak-or-mixed
pooled,680,weight_l1,0.6138788965363452,0.11013257509398199,-0.5037463214423632,weak-or-mixed
pooled,680,weight_linf,0.8065932317934238,0.24670437500202286,-0.5598888567914009,survives
pooled,680,weight_rms,0.5953705933136312,0.2252141985316858,-0.3701563947819454,survives
pooled,680,distance_from_init_l2,0.6717805798733901,0.2838312681579505,-0.3879493117154396,survives
pooled,680,relative_distance_from_init,0.25731292737055755,0.351096481476041,0.09378355410548345,survives
pooled,680,update_to_weight_ratio,0.24144742167542854,0.2533843609905358,0.011936939315107253,survives
pooled,680,confidence_mean,0.833378882358503,0.536157535749272,-0.29722134660923094,survives
pooled,680,entropy_mean,-0.8557470026668709,-0.5691583001044777,0.2865887025623932,survives
pooled,680,margin_mean,0.8472881536086313,0.528030328960312,-0.3192578246483193,survives
pooled,680,brier,-0.7545114429192746,-0.49942858535344853,0.2550828575658261,survives
pooled,680,ece,-0.8454670629801064,-0.49400282124363754,0.3514642417364689,survives
pooled,680,logit_norm_mean,0.8895929810162461,0.5332453306918424,-0.35634765032440363,survives
pooled,680,metric_batch_acc,0.6214035072690023,0.4356292171032641,-0.1857742901657382,survives
pooled,680,metric_batch_loss,-0.8107181949601617,-0.5053575172732809,0.3053606776868808,survives
pooled,680,feature_erank,-0.5380328820835625,0.10751083761598379,0.6455437196995463,weak-or-mixed
pooled,680,feature_erank_norm,-0.17853626158427752,0.14631767032964343,0.324853931913921,weak-or-mixed
pooled,680,feature_norm_mean,-0.4249527249979203,0.06935067523004444,0.49430340022796476,washout
pooled,680,feature_cosine_mean,0.7857676720394033,-0.03067264820976197,-0.8164403202491654,washout
pooled,680,train_loss,-0.8504942861073976,-0.4920083602038146,0.358485925903583,survives
pooled,680,train_acc,0.8137556499906152,0.45455207063991604,-0.3592035793506992,survives
pooled,680,random_metric,-0.03457061603258147,-0.044258926568740295,-0.009688310536158824,weak-or-mixed
suite=image,480,fim_norm,-0.6623788050676331,-0.3833957873820327,0.2789830176856004,survives
suite=image,480,fim_erank,-0.6623788050676331,-0.3833957873820327,0.2789830176856004,survives
suite=image,480,fisher_trace,-0.4747400644418903,-0.3590369688208457,0.11570309562104464,survives
suite=image,480,fisher_spectral,-0.3791333014620926,-0.2917850564199393,0.08734824504215333,survives
suite=image,480,fisher_stable_rank,-0.5877795076329109,-0.3454321663729719,0.24234734125993895,survives
suite=image,480,fisher_entropy,-0.6623788050676331,-0.3833957873820327,0.2789830176856004,survives
suite=image,480,fisher_condition,0.657774498918859,0.30793452109436714,-0.34983997782449183,survives
suite=image,480,grad_noise_scale,0.046979211448821986,0.009037166374045493,-0.03794204507477649,weak-or-mixed
suite=image,480,grad_norm,-0.4755928262551775,-0.349710765034819,0.1258820612203585,survives
suite=image,480,grad_l1,-0.33583830533677833,-0.39844719554063707,-0.06260889020385874,survives
suite=image,480,grad_linf,-0.4218522303438974,-0.38455991978734316,0.03729231055655424,survives
suite=image,480,grad_mean_abs,-0.4544893314182381,-0.3736390634107375,0.08085026800750061,survives
suite=image,480,per_sample_grad_norm_mean,-0.5704500724739011,-0.42898082789232095,0.14146924458158017,survives
