group,n,metric,raw_spearman,mbe_partial,delta_partial_minus_raw,classification
pooled,120,fim_norm,-0.27039011865812296,-0.014655593982568403,0.2557345246755546,washout
pooled,120,fim_erank,-0.27039011865812296,-0.014655593982568403,0.2557345246755546,washout
pooled,120,fisher_trace,-0.8124690730572822,-0.4104308403651565,0.40203823269212574,survives
pooled,120,fisher_spectral,-0.795096127694138,-0.35323507299914003,0.4418610546949979,survives
pooled,120,fisher_stable_rank,-0.06327599648355273,0.11544004573177731,0.17871604221533005,weak-or-mixed
pooled,120,fisher_entropy,-0.27039011865812296,-0.014655593982568403,0.2557345246755546,washout
pooled,120,fisher_condition,0.628346410256963,0.2926577907145803,-0.3356886195423827,survives
pooled,120,grad_noise_scale,-0.14494585496762014,-0.07256220306152537,0.07238365190609476,weak-or-mixed
pooled,120,grad_norm,-0.8127121484471324,-0.41794887707877143,0.3947632713683609,survives
pooled,120,grad_l1,-0.816104786388326,-0.4234552559404425,0.3926495304478835,survives
pooled,120,grad_linf,-0.145609103531354,0.22170587224887636,0.36731497578023037,hidden-after-control
pooled,120,grad_mean_abs,-0.816104786388326,-0.4234552559404425,0.3926495304478835,survives
pooled,120,per_sample_grad_norm_mean,-0.7940092334509511,-0.3760914538440924,0.41791777960685866,survives
pooled,120,per_sample_grad_norm_std,-0.7270072384915531,-0.24199634359830038,0.4850108948932528,survives
pooled,120,sam_sharpness,-0.8113023111860017,-0.39998682238563965,0.41131548880036206,survives
pooled,120,asam_sharpness,-0.8040100494904985,-0.38206501672137433,0.42194503276912415,survives
pooled,120,weight_l2,0.7096759631952404,0.06422435076779283,-0.6454516124274475,washout
pooled,120,weight_l1,0.7073111869025557,0.17188761391097118,-0.5354235729915845,weak-or-mixed
pooled,120,weight_linf,0.2100692244140337,-0.12810554407594488,-0.33817476848997857,weak-or-mixed
pooled,120,weight_rms,0.709502337916776,0.062203978820072024,-0.647298359096704,washout
pooled,120,distance_from_init_l2,0.7412514563367696,0.18673681329166344,-0.5545146430451061,weak-or-mixed
pooled,120,relative_distance_from_init,0.7426821286313159,0.1917541757107165,-0.5509279529205994,weak-or-mixed
pooled,120,update_to_weight_ratio,0.7405639002340506,0.1489315589885127,-0.5916323412455379,weak-or-mixed
pooled,120,confidence_mean,0.2940309365738307,0.10639419430969359,-0.18763674226413712,weak-or-mixed
pooled,120,entropy_mean,-0.34220500633655304,-0.14074938743679508,0.20145561889975797,weak-or-mixed
pooled,120,margin_mean,0.30548379033243594,0.08264060585822063,-0.2228431844742153,washout
pooled,120,brier,-0.21356603752230596,-0.006969846507670157,0.2065961910146358,washout
pooled,120,ece,-0.2582467666823253,-0.01205920083729385,0.2461875658450315,washout
pooled,120,logit_norm_mean,0.7447934120174425,-0.029343919613711557,-0.7741373316311541,washout
pooled,120,metric_batch_acc,0.19640007166760637,-0.03111240035745455,-0.22751247202506092,weak-or-mixed
pooled,120,metric_batch_loss,-0.2307896651459709,-0.09169566936300484,0.13909399578296605,washout
pooled,120,feature_erank,-0.729073379305279,-0.4478396281598655,0.28123375114541355,survives
pooled,120,feature_erank_norm,-0.729073379305279,-0.4478396281598655,0.28123375114541355,survives
pooled,120,feature_norm_mean,0.31605703939981994,-0.230546297451525,-0.546603336851345,reverse-inversion
pooled,120,feature_cosine_mean,0.719801789435282,0.36145094085472096,-0.358350848580561,survives
pooled,120,train_loss,-0.26663634013772336,-0.13204186099041051,0.13459447914731285,weak-or-mixed
pooled,120,train_acc,0.211738170082532,0.11201259805562801,-0.099725572026904,weak-or-mixed
pooled,120,val_loss,-0.9254539867651824,-0.8518924313925069,0.0735615553726755,survives
pooled,120,random_metric,0.055344793763300586,0.03285705520489286,-0.022487738558407723,weak-or-mixed
suite=text,120,fim_norm,-0.27039011865812296,-0.014655593982568403,0.2557345246755546,washout
suite=text,120,fim_erank,-0.27039011865812296,-0.014655593982568403,0.2557345246755546,washout
suite=text,120,fisher_trace,-0.8124690730572822,-0.4104308403651565,0.40203823269212574,survives
suite=text,120,fisher_spectral,-0.795096127694138,-0.35323507299914003,0.4418610546949979,survives
suite=text,120,fisher_stable_rank,-0.06327599648355273,0.11544004573177731,0.17871604221533005,weak-or-mixed
suite=text,120,fisher_entropy,-0.27039011865812296,-0.014655593982568403,0.2557345246755546,washout
suite=text,120,fisher_condition,0.628346410256963,0.2926577907145803,-0.3356886195423827,survives
suite=text,120,grad_noise_scale,-0.14494585496762014,-0.07256220306152537,0.07238365190609476,weak-or-mixed
suite=text,120,grad_norm,-0.8127121484471324,-0.41794887707877143,0.3947632713683609,survives
suite=text,120,grad_l1,-0.816104786388326,-0.4234552559404425,0.3926495304478835,survives
suite=text,120,grad_linf,-0.145609103531354,0.22170587224887636,0.36731497578023037,hidden-after-control
suite=text,120,grad_mean_abs,-0.816104786388326,-0.4234552559404425,0.3926495304478835,survives
suite=text,120,per_sample_grad_norm_mean,-0.7940092334509511,-0.3760914538440924,0.41791777960685866,survives
suite=text,120,per_sample_grad_norm_std,-0.7270072384915531,-0.24199634359830038,0.4850108948932528,survives
suite=text,120,sam_sharpness,-0.8113023111860017,-0.39998682238563965,0.41131548880036206,survives
suite=text,120,asam_sharpness,-0.8040100494904985,-0.38206501672137433,0.42194503276912415,survives
suite=text,120,weight_l2,0.7096759631952404,0.06422435076779283,-0.6454516124274475,washout
suite=text,120,weight_l1,0.7073111869025557,0.17188761391097118,-0.5354235729915845,weak-or-mixed
suite=text,120,weight_linf,0.2100692244140337,-0.12810554407594488,-0.33817476848997857,weak-or-mixed
suite=text,120,weight_rms,0.709502337916776,0.062203978820072024,-0.647298359096704,washout
suite=text,120,distance_from_init_l2,0.7412514563367696,0.18673681329166344,-0.5545146430451061,weak-or-mixed
suite=text,120,relative_distance_from_init,0.7426821286313159,0.1917541757107165,-0.5509279529205994,weak-or-mixed
suite=text,120,update_to_weight_ratio,0.7405639002340506,0.1489315589885127,-0.5916323412455379,weak-or-mixed
suite=text,120,confidence_mean,0.2940309365738307,0.10639419430969359,-0.18763674226413712,weak-or-mixed
suite=text,120,entropy_mean,-0.34220500633655304,-0.14074938743679508,0.20145561889975797,weak-or-mixed
suite=text,120,margin_mean,0.30548379033243594,0.08264060585822063,-0.2228431844742153,washout
suite=text,120,brier,-0.21356603752230596,-0.006969846507670157,0.2065961910146358,washout
suite=text,120,ece,-0.2582467666823253,-0.01205920083729385,0.2461875658450315,washout
suite=text,120,logit_norm_mean,0.7447934120174425,-0.029343919613711557,-0.7741373316311541,washout
suite=text,120,metric_batch_acc,0.19640007166760637,-0.03111240035745455,-0.22751247202506092,weak-or-mixed
suite=text,120,metric_batch_loss,-0.2307896651459709,-0.09169566936300484,0.13909399578296605,washout
suite=text,120,feature_erank,-0.729073379305279,-0.4478396281598655,0.28123375114541355,survives
suite=text,120,feature_erank_norm,-0.729073379305279,-0.4478396281598655,0.28123375114541355,survives
suite=text,120,feature_norm_mean,0.31605703939981994,-0.230546297451525,-0.546603336851345,reverse-inversion
suite=text,120,feature_cosine_mean,0.719801789435282,0.36145094085472096,-0.358350848580561,survives
suite=text,120,train_loss,-0.26663634013772336,-0.13204186099041051,0.13459447914731285,weak-or-mixed
suite=text,120,train_acc,0.211738170082532,0.11201259805562801,-0.099725572026904,weak-or-mixed
suite=text,120,val_loss,-0.9254539867651824,-0.8518924313925069,0.0735615553726755,survives
suite=text,120,random_metric,0.055344793763300586,0.03285705520489286,-0.022487738558407723,weak-or-mixed
arch=char_transformer,120,fim_norm,-0.27039011865812296,-0.014655593982568403,0.2557345246755546,washout
